system,sr_no,id,code,term,short_definition,long_definition,reference,ontology_branches
Ayurveda,23,23,SM1P (AAB-7),arasaj~jatA (kEvalavAta),"It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva.","It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",,
Ayurveda,24,24,AAB-8,aSabdaSravaNam (kEvalavAta),,,,
Ayurveda,25,25,AAB-9,asvapnaH (kEvalavAta),,,,
Ayurveda,26,26,AAB-10,akShiBedaH (kEvalavAta),,,,
Ayurveda,27,27,AAB-11,akShivyudAsaH (kEvalavAta),,,,
Ayurveda,28,28,AAB-12,akShiSUlaH (kEvalavAta),,,,
Ayurveda,29,29,AAB-13,ATopaH (kEvalavAta),,,,
Ayurveda,30,30,AAB-14,AkShepakaH (kEvalavAta),,,,
Ayurveda,31,31,SK84 (AAB-15),uccaiHSrutiH (kEvalavAta),It is characterised by intolerance to loud sounds.,"It is characterised by intolerance to loud sounds. This may be explained by: (a) Increased vatadosha, pittadosha leading to hypersensitivity of ear.",,
Ayurveda,32,32,AAB-16,udarAveShTaH (kEvalavAta),,,,
Ayurveda,33,33,AAB-17,udAvartaH (kEvalavAta),,,,
Ayurveda,34,34,AAB-18,UrustamBaH/ADhyavAtaH (kEvalavAta),,,,
Ayurveda,35,35,AAB-19,UrusAdaH (kEvalavAta),,,,
Ayurveda,36,36,AAB-20,ekA~ggarogaH (kEvalavAta),,,,
Ayurveda,37,37,AAB-21,oShThaBedaH (kEvalavAta),,,,
Ayurveda,38,38,SL02 (AAB-22),kaNThodhvaMsaH (kEvalavAta),"It is characterised by change in the character of voice making it harsh and husky, feeling of roughness and irritation of throat.","It is characterised by change in the character of voice making it harsh and husky, feeling of roughness and irritation of throat. This may be explained by: (a) Vitiated vata affecting the speech faculties.",,
Ayurveda,39,39,AAB-23,karNaSUlaH (kEvalavAta),,,,
Ayurveda,40,40,AAB-24,kampaH/vepathuH (kEvalavAta),,,,
Ayurveda,41,41,AAB-25 (SM1Y),kaShAyAsyatA (kEvalavAta),,,,
Ayurveda,42,42,SP97 (AAB-26),klamaH (kEvalavAta),"It is characterised by feeling extreme exhaustion even without any physical effort, work.","It is characterised by feeling extreme exhaustion even without any physical effort, work. This may be explained by: (a) Vitiation of all the three dosha, seven elementary tissues and ojas.",,
Ayurveda,43,43,SN41 (AAB-27),kArShNyam (kEvalavAta),It is characterised by discoloration or pigmentation of skin.,It is characterised by discoloration or pigmentation of skin. This may be explained by: (a) Increased vatadosha.,,
Ayurveda,44,44,AAB-28,kubjatvam (kEvalavAta),,,,
Ayurveda,45,45,SP61 (AAB-29),kArSyam (kEvalavAta),"It is characterised by sudden or gradual loss of body weight, loss of muscle.","It is characterised by sudden or gradual loss of body weight, loss of muscle. This may be explained by: (a) Emaciation in the body due to vitiation of vāta.",,
Ayurveda,46,46,SN4C (AAB-30),keSaBUmisPuTanam (kEvalavAta),It is characterised by scaling of scalp / forehead skin.,It is characterised by scaling of scalp / forehead skin. This may be explained by: (a) Increased vatadosha.,,
Ayurveda,47,47,AAB-31,kha~jjaH/kha~jjatvam (kEvalavAta),,,,
Ayurveda,48,48,AAB-32,garBanASaH (kEvalavAta),,,,
Ayurveda,49,49,SP45 (AAB-33),grIvAstamBaH (kEvalavAta),"It is characterised by pain, stiffness of the neck.","It is characterised by pain, stiffness of the neck. This may be explained by: (a) Vitiation of vata causing stiffness of neck muscles.",,
Ayurveda,50,50,AAB-34,gudaBraMSaH (kEvalavAta),,,,
Ayurveda,51,51,SM50 (AAB-35),gudArtiH (kEvalavAta),It is characterised by pain in the anal region radiating to rest of perineum and lower back.,It is characterised by pain in the anal region radiating to rest of perineum and lower back. This may be explained by: (a) Severe vitiation of Descending vata affecting the anal region.,,
Ayurveda,52,52,AAB-36 (SP1Y),gulPa-grahaH (kEvalavAta),,,,
Ayurveda,53,53,AAB-37,gRudhrasI (kEvalavAta),"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]","the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]",,
Ayurveda,54,54,SK91 (AAB-38),ghrANanASaH/nAsAhuNDanam (kEvalavAta),It is characterised by decreased or loss of the smell.,"It is characterised by decreased or loss of the smell. It may be explained by: (a) Vatadosha, kaphadosha blocking nasal passages",,
Ayurveda,55,55,AAB-39(SP1Y),jAnuBedaH (kEvalavAta),,,,
Ayurveda,56,56,AAB-40 (SP1Y),jAnuviSleShaH (kEvalavAta),,,,
Ayurveda,57,57,SP95 (AAB-41),jRumBA (kEvalavAta),It is characterised by morbid excessive yawning.,It is characterised by morbid excessive yawning. This may be explained by: (a) Increased vatadosha.,,
Ayurveda,58,58,AAB-42(SP98),tamaH (kEvalavAta),,,,
Ayurveda,59,60,AAB-43,timiraH (kEvalavAta),,,,
Ayurveda,60,61,AAB-44 (SN9Y),tvakSUnyatA (kEvalavAta),,,,
Ayurveda,61,62,AAB-45 (SP9Y),todaH (kEvalavAta),,,,
Ayurveda,62,63,AAB-46(SK30),daNDakaH (kEvalavAta),,,,
Ayurveda,63,64,AAB-47,dantaBedaH (kEvalavAta),,,,
Ayurveda,64,65,AAB-48 (SM1Y),dantaSaithilyam (kEvalavAta),,,,
Ayurveda,65,66,SN60(AAB-49),nakhaBedaH (kEvalavAta),"It is characterised by whitish, mica coloured discoloration, brittleness of nails.","It is characterised by whitish, mica coloured discoloration, brittleness of nails. This may be explained by: (a) Vitiated digestive and metabolic factors resulting in non absorption of nutrients leading to vitiation of vatadosha.",,
Ayurveda,66,67,AAB-50(SN7Y),hrasvakeSaH (kEvalavAta),,,,
Ayurveda,67,68,AAB-51,nirAmavAtaH,,,,
Ayurveda,68,69,AAB-52,pakShAghAtaH/pakShavadhaH (kEvalavAta),,,,
Ayurveda,69,70,AAB-53(SK21),pA~ggulyam (kEvalavAta),,,,
Ayurveda,70,71,AAB-54(SK5Y),pAdaBraMSaH (kEvalavAta),,,,
Ayurveda,71,72,AAB-55(SP4Y),pAdaSUlaH (kEvalavAta),,,,
Ayurveda,72,73,AAB-56(SP45),pAdasuptatA (kEvalavAta),,,,
Ayurveda,73,74,SN4R(AAB-57),pAruShyam (kEvalavAta),It is characterised by roughness and thickness of skin may be associated with itching.,It is characterised by roughness and thickness of skin may be associated with itching. This may be explained by: (a) Vitiated vatadosha.,,
Ayurveda,74,75,AAB-58,pArSvAvamardaH (kEvalavAta),,,,
Ayurveda,75,76,AAB-59(SP9Y),piNDikodveShTanam (kEvalavAta),,,,
Ayurveda,76,77,AAB-60,purIShAtigADhatvam (kEvalavAta),,,,
Ayurveda,77,78,SP42(AAB-61),pRuShTha-grahaH (kEvalavAta),It is characterised by backache of various degrees associated with stiffness and immobility.,"It is characterised by backache of various degrees associated with stiffness and immobility. This may be explained by: (a) Vitiation of vata, kapha affecting the local muscle tissue.",,
Ayurveda,78,79,AAB-62,pralApakaH (kEvalavAta),,,,
Ayurveda,79,80,AAB-63,bAdhiryam (kEvalavAta),,,,
Ayurveda,80,81,AAB-64(SP4Y),bAhuSoShaH (kEvalavAta),,,,
Ayurveda,81,82,AAB-65(SP9Y),balahAniH (kEvalavAta),,,,
Ayurveda,82,83,AAB-66(SP9Y),BedaH (kEvalavAta),,,,
Ayurveda,83,84,AAB-67,BIrutA (kEvalavAta),,,,
Ayurveda,84,85,AAB-68(SM7Y),mala-apravRutiH (kEvalavAta),,,,
Ayurveda,85,86,AAB-69,mUkatvam (kEvalavAta),,,,
Ayurveda,86,87,AAB-70,mohaH (kEvalavAta),,,,
Ayurveda,87,88,AAB-71,BramaH (kEvalavAta),,,,
Ayurveda,88,89,AAB-72(SK5Y),BrUvyudAsaH (kEvalavAta),,,,
Ayurveda,89,90,AAB-73,manyAstamBaH (kEvalavAta),,,,
Ayurveda,90,91,SM1N(AAB-74),mukhaSoShaH (kEvalavAta),"It is characterised by dryness of the tongue and may be associated with dryness of mouth, bitterness, heartburn.","It is characterised by dryness of the tongue and may be associated with dryness of mouth, bitterness, heartburn. This may be explained by: (a) Vitiation of kapha, vata affecting the tongue.",,
Ayurveda,91,92,SM81(AAB-75),mUtranigrahaH (kEvalavAta),"It is characterised by retention of urine, inability to urinate, abdominal pain.","It is characterised by retention of urine, inability to urinate, abdominal pain. This may be explained by: (a) Retention of the urine due to vātadosha.",,
Ayurveda,92,93,AAB-76,rajonASaH (kEvalavAta),,,,
Ayurveda,93,94,SN42(AAB-77),raukShyam (kEvalavAta),"It is characterised by dryness, scaliness and cracking of extremities and face.","It is characterised by dryness, scaliness and cracking of extremities and face. This may be explained by: (a) Increased vata affecting skin",,
Ayurveda,94,95,AAB-78(SP9Y),lomaharShaH (kEvalavAta),,,,
Ayurveda,95,96,AAB-79(SK0Y),lalATaBedaH (kEvalavAta),,,,
Ayurveda,96,97,AAB-80(SP1Y),trikagrahaH (kEvalavAta),,,,
Ayurveda,97,98,AAB-81,vartmastamBaH (kEvalavAta),,,,
Ayurveda,98,99,AAB-82(SK7Y),vartmasa~gkocaH (kEvalavAta),,,,
Ayurveda,99,100,AAB-83(SP9Y),vakShoparodhaH (kEvalavAta),,,,
Ayurveda,100,101,AAB-84(SP9Y),vakShastodaH (kEvalavAta),,,,
Ayurveda,101,102,SK53(AAB-85),vAk-sa~ggaH (kEvalavAta),"It is characterised by loss of speech clarity, lalling, strained speech, may be aggravated due to excess speech.","It is characterised by loss of speech clarity, lalling, strained speech, may be aggravated due to excess speech. This may be explained by: (a) Aggravagtion of vata affecting kapha and faculty of speech.",,
Ayurveda,102,103,AAB-86(SP9Y),vAcAlatA (kEvalavAta),,,,
Ayurveda,103,104,AAB-87(SP1Y),vAtakhuDDatA/vAtakaNTakaH (kEvalavAta),,,,
Ayurveda,104,105,AAB-88(SP9Y),vAmanatvam (kEvalavAta),,,,
Ayurveda,105,106,AAB-89(SM37),viD-BedaH (kEvalavAta),,,,
Ayurveda,106,107,AAB-90,vipAdikA (nAnAtmaja) (kEvalavAta),,,,
Ayurveda,107,108,AAB-91(SQ04),viShAdaH/dInatA (kEvalavAta),,,,
Ayurveda,108,109,AAB-92(SN3Y),vRuShaNAkShepaH (kEvalavAta),,,,
Ayurveda,109,110,AAB-93(SP4Y),va~gkShaNAnAhaH (kEvalavAta),,,,
Ayurveda,110,111,AAB-94(SP9Y),vyathA (kEvalavAta),,,,
Ayurveda,111,112,AAB-95(SL7Y),SirAsPUrtiH (kEvalavAta),,,,
Ayurveda,112,113,AAB-96,Siroruk (kEvalavAta),,,,
Ayurveda,113,114,SN03(AAB-97),SukrakShayaH (kEvalavAta),"It is characterised by decreased quantity and quality of semen, decreased sexual power, spermatorrhoea.","It is characterised by decreased quantity and quality of semen, decreased sexual power, spermatorrhoea. This may be explained by: (a) Vitiation of all three dosha affecting male reproductive system.",,
Ayurveda,114,115,AAB-98,Sa~gkhaBedaH (kEvalavAta),,,,
Ayurveda,115,116,SN07(AAB-99),SePastamBaH (kEvalavAta),It is characterised by painful penile erection.,It is characterised by painful penile erection. This may be explained by: (a) Vitiated vata affecting the penis.,,
Ayurveda,116,117,AAB-100(SP9Y),Saityam (kEvalavAta),,,,
Ayurveda,117,119,AAB-101,SyAvAruNAsyatA (kEvalavAta),,,,
Ayurveda,118,120,AAB-102,SroNiBedaH (kEvalavAta),,,,
Ayurveda,119,121,AAB-103(SP9Y),sa~gkocaH (kEvalavAta),,,,
Ayurveda,120,122,AAB-104,svedanASaH (kEvalavAta),,,,
Ayurveda,121,123,AAB-105(SP9Y),SramaH (kEvalavAta),,,,
Ayurveda,122,124,AAB-106,sarvA~ggarogaH/sarvA~ggavAtaH (kEvalavAta),,,,
Ayurveda,123,125,AAB-107(SK52),stamBaH (kEvalavAta),,,,
Ayurveda,124,126,AAB-108(SP4Y),hanuBedaH (kEvalavAta),,,,
Ayurveda,125,127,AAB-109,hikkA (kEvalavAta),,,,
Ayurveda,126,128,SL62(AAB-110),hRuddravaH (kEvalavAta),It is characterised by feeling of increased beating of the heart which is within the notice of the patient with or without tachycardia.,It is characterised by feeling of increased beating of the heart which is within the notice of the patient with or without tachycardia. This may be explained by: (a) Vitiation of vata affecting the heart region.,,
Ayurveda,127,129,SL60(AAB-111),hRunmohaH (kEvalavAta),It is characterised by decreased heart rate may be associated with decreased heart function.,It is characterised by decreased heart rate may be associated with decreased heart function. This may be explained by: (a) Vitiated vata affecting pitta for intellect.,,
Ayurveda,128,130,AAC,sAmAnyajavAtavikAraH,,,,
Ayurveda,129,131,AAC-1(SK30),antarAyAmaH,,,,
Ayurveda,130,132,AAC-2(SK30),apatantrakaH,,,,
Ayurveda,131,133,AAC-2.1,asAdhya-apatantrakaH,"the disorder is characterized by garbhapātasamutpannaḥ [caused by miscarriage], śōṇitātisravōtthitaḥ [caused by excessive bleeding/heamorrhage], abhighātasamutthaḥ [caused by trauma]","the disorder is characterized by garbhapātasamutpannaḥ [caused by miscarriage], śōṇitātisravōtthitaḥ [caused by excessive bleeding/heamorrhage], abhighātasamutthaḥ [caused by trauma]",,
Ayurveda,132,134,AAC-3(SK30),apatAnakaH,,,,
Ayurveda,133,135,SK20(AAC-4),arditaH,"It is characterised by deviation of one side of the face, difficulty in speech, loss of wrinkling, non closure of eyes and lips and dribbling of saliva from the angles of mouth","It is characterised by deviation of one side of the face, difficulty in speech, loss of wrinkling, non closure of eyes and lips and dribbling of saliva from the angles of mouth This may be explained by: (a) increased vatadosha affecting one half of the face.",,
Ayurveda,134,136,AAC-4.1,ardita-pUrvarupam,"the disorder is characterized by rōmaharṣaḥ [horripilation], vēpathuḥ [shivering/tremors], āvilanētraḥ [turbid/muddy eyes], tvaci svāpaḥ [numbness in skin], tōdaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw/catching sensation over jaw], ūrdhvavāyuḥ [upward movement of vāyu]","the disorder is characterized by rōmaharṣaḥ [horripilation], vēpathuḥ [shivering/tremors], āvilanētraḥ [turbid/muddy eyes], tvaci svāpaḥ [numbness in skin], tōdaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw/catching sensation over jaw], ūrdhvavāyuḥ [upward movement of vāyu]",,
Ayurveda,135,137,AAC-4.2,asAdhya-arditaH,"the disorder is characterized by avyaktabhāṣaṇam [incoherent speech], prasaktabhāṣaṇam [stammering speech/unable to speak, aphasia], kṣīṇaḥ [debilitatated person], kampaḥ/vēpanam [tremors], animiṣākṣasya [unable to close eye]","the disorder is characterized by avyaktabhāṣaṇam [incoherent speech], prasaktabhāṣaṇam [stammering speech/unable to speak, aphasia], kṣīṇaḥ [debilitatated person], kampaḥ/vēpanam [tremors], animiṣākṣasya [unable to close eye]",,
Ayurveda,136,138,AAC-5(SP0Y),asthipraBedaH,,,,
Ayurveda,137,139,SP00(AAC-6),asthiSoShaH,"It is characterised by atrophy, weakness of bones; may lead to fractures.","It is characterised by atrophy, weakness of bones; may lead to fractures. This may be explained by: (a) Weak digestive and metabolic factors, bone metabolism, malnutrition leading to severe aggravation of vata and decrease of kapha.",,
Ayurveda,138,140,SN08(AAC-7),vAtAShThIlA,"It is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream.","It is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. This may be explained by: (a) Vitiated vatadosha affecting urinary system.",,
Ayurveda,139,141,SP15(AAC-8),avabAhukaH,"""It is characterised by pain","""It is characterised by pain",,"stiffness and restricted movements of the shoulder joint. This may be explained by: (a) Increased vatadosha affecting the nerves and vessels of shoulder region."""
Ayurveda,140,142,SK55(AAC-9),UrustamBaH/ADhyavAtaH,"It is characterised by flaccidity,log like immobility of the thighs.","It is characterised by flaccidity,log like immobility of the thighs. This may be explained by: (a) Obstruction of vata by the ama (state of incomplete digestion, transformation or metabolism).",,
Ayurveda,141,143,AAC-9.1,UrustamBa-pUrvarUpam,"the disorder is characterized by dhyānaḥ [insensibility/meditatitve appearance], nidrā [sleep], atistaimityam/stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia/fatigue of calf muscles], ūrusadanam [fatigue /weakness in thighs]","the disorder is characterized by dhyānaḥ [insensibility/meditatitve appearance], nidrā [sleep], atistaimityam/stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia/fatigue of calf muscles], ūrusadanam [fatigue /weakness in thighs]",,
Ayurveda,142,144,AAC-9.2(SK55),asAdhya-UrustamBaH,,,,
Ayurveda,143,145,AAC-10(SP2Y ),aMsaSoShaH,,,,
Ayurveda,144,146,SK30(AAC-11),AkShepakaH,"It is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball.","It is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball. This may be explained by: (a) vitiated vatadosha affecting motor faculties.",,
Ayurveda,145,147,SM31(AAC-12),AdhmAnam,"It is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria.","It is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. This may be explained by: (a) Aggravation of Descending vata affecting the excretory functions.",,Note: Also Classifed under #san@annavahasrotovikAraH#[EB]
Ayurveda,146,148,AAC-12.1(SM31),pratyAdhmAnaH/pratyAnAhaH,,,,Note: Also Classifed under #san@annavahasrotovikAraH#[EB]
Ayurveda,147,149,AAC-13(SK30),bahirAyAmaH/bAhyAyAmaH/dhanuHstamBaH,,,,
Ayurveda,148,150,AAC-13.1(SK30),asAdhyadhanuShkaMpa,,,,
Ayurveda,149,151,SM75(AAC-14),UrdhvavAtaH,"It is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents.","It is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents. This may be explained by: (a) Reversal of Kindling vata, Descending vata functions.",,
Ayurveda,150,152,AAC-15(SK22),ekA~ggavAtaH,,,,
Ayurveda,151,153,AAC-16(SK5Y),kalAyakha~jjaH,,,,
Ayurveda,152,154,AAC-17(SP10),kroShTukaSIrShaH,,,,
Ayurveda,153,155,AAC-18(SK2Y),kha~jjaH/kha~jjatvam,,,,
Ayurveda,154,156,SP20(AAC-19),khallI,"It is characterised by severe spamodic, cramp like pain in upper or lower limb muscles.","It is characterised by severe spamodic, cramp like pain in upper or lower limb muscles. It may be shifting in nature. This may be explained by: (a) Severe vitiation of vatadosha.",,
Ayurveda,155,157,SP41(AAC-20),gRudhrasI,"It is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh.","It is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh. This may be explained by: (a) Vitiation of vata affecting nerves, tendons, muscles of leg; may be associated with vitiated kapha (resulting in mild pain).",,
